5;-1;-10.781204;-1;0;-1
7;-1;-9.58329;-1;1;-1
9;-2;-2.9947739;0;1;-1
11;-3;-4.7916374;0;0;-1
13;-2;-4.4303093;0;0;-1
15;-2;-8.759552;0;0;-1
17;-1;-5.855858;0;0;-1
19;-1;-4.2015038;0;0;-1
21;-1;-5.256918;0;0;-1
23;-1;-2.0453968;0;0;-1
25;0;-7.6698875;0;0;-1
27;0;-7.4905624;0;0;-1
29;1;-5.475868;0;0;-1
31;2;-11.491735;0;0;-1
33;2;-11.846409;0;0;-1
35;2;-13.019579;0;0;-1
37;2;-7.2860775;1;0;-1
39;1;-6.4545956;1;0;-1
41;1;-6.931409;1;-1;-1
43;-1;-4.180923;0;0;-1
45;-1;-3.2272983;-1;0;-1
47;-2;-1.5525784;-1;0;-1
5;-1;-11.018806;-1;0;-1
7;-1;-10.419838;-1;0;-1
9;-2;-4.4797974;0;1;-1
11;-2;-8.360611;0;1;-1
13;-2;-8.024033;-1;1;-1
15;-4;-4.242153;-1;0;-1
17;-4;-6.875599;-1;0;-1
19;-4;-5.1085777;-1;0;-1
21;-4;-0.92764664;-1;0;-1
23;-4;-9.398689;-1;0;-1
25;-4;-6.201191;-1;0;-1
27;-3;-6.0487328;-1;1;-1
29;-3;-6.6890774;0;1;-1
31;-2;-9.01127;0;1;-1
33;-1;-8.496284;0;0;-1
35;0;-9.470226;-1;1;-1
37;0;-13.0521965;-1;0;-1
39;0;-11.499617;-1;0;-1
5;-1;-13.775974;-1;1;-1
7;-1;-10.75647;-1;0;-1
9;-2;0.5989456;0;-1;-1
11;-2;-0.0000076293945;0;-1;-1
13;-2;-1.4850388;0;-1;-1
15;-3;-1.4850197;0;-1;-1
17;-3;-0.54948044;0;0;-1
19;-4;1.2473831;0;0;-1
21;-4;-1.136673;0;-1;-1
23;-3;-2.712757;0;-1;-1
25;-3;-1.8514366;0;-1;-1
27;-3;-2.4503822;0;0;-1
29;-3;0.2325325;0;0;-1
31;-3;-5.6113586;0;0;-1
33;-3;1.5525799;0;0;-1
35;-3;0.24428558;0;0;-1
37;-4;0.12214279;0;0;-1
39;-3;-1.5525761;0;0;-1
41;-3;-0.47681046;0;0;-1
43;-1;-1.0757656;-1;0;-1
45;-1;-1.0757656;-2;0;-1
47;-1;-0.4768119;-2;0;-1
49;-1;-1.0757661;-3;0;-1
51;1;-3.2272983;-2;0;-1
5;-1;-15.378746;-1;0;-1
7;-1;-8.04879;-1;0;-1
9;-2;-2.9947662;0;0;-1
11;-4;-2.9700623;0;1;-1
13;-2;-1.7968674;0;0;-1
15;-2;-0.99523544;0;1;-1
17;0;0.8016319;0;0;-1
19;0;0.59894943;0;0;-1
21;-2;3.8808403;0;1;-1
23;-3;2.7375145;0;1;-1
25;-3;4.357643;0;1;-1
27;-4;0.43398666;0;0;-1
29;-4;2.01202;0;1;-1
31;-5;-0.8860645;0;1;-1
33;-5;-0.7639208;0;1;-1
35;-6;-2.4386396;1;0;-1
37;-7;-3.0375938;2;0;-1
39;-7;-0.28710747;2;0;-1
41;-7;-0.28710842;2;0;-1
43;-9;0.0675621;1;1;-1
45;-11;2.2190943;1;1;-1
46;-10;2.6283443;1;0;-1
47;-9;1.5525782;1;0;-1
48;-8;1.0757661;1;0;-1
5;-1;-8.073524;-1;0;-1
7;-1;-5.0787506;-1;0;-1
9;-2;-5.078762;0;0;-1
11;-2;-1.1484413;0;0;-1
13;-2;-1.3927231;0;0;-1
15;-1;-1.3927155;0;-1;-1
17;-2;-0.24427795;0;0;-1
19;-3;0.32994843;0;0;-1
21;-5;1.8396835;0;0;-1
23;-4;-0.4571762;0;0;-1
25;-5;-1.9400749;0;0;-1
27;-6;-2.2271843;0;-1;-1
29;-7;-4.079857;1;-1;-1
31;-7;-5.007305;1;0;-1
33;-8;0.03793335;1;0;-1
35;-8;2.8559837;1;0;-1
37;-9;9.302485;2;0;-1
39;-9;8.104579;2;0;-1
41;-9;6.6443005;2;0;-1
43;-9;6.9314084;2;0;-1
45;-8;6.9314084;1;0;-1
47;-7;5.8556423;2;0;-1
49;-6;4.779876;1;0;-1
51;-6;4.7798767;2;0;-1
52;-5;4.3030643;2;0;-1
53;-4;3.2272983;2;0;-1
54;-3;2.1515322;1;0;-1
5;-1;-8.98431;-1;0;-1
7;-1;-6.875599;-1;1;-1
9;-2;-0.5989647;0;1;-1
11;-2;-3.8901024;0;0;-1
13;-2;0.016098022;0;-1;-1
15;-3;-1.9907303;0;0;-1
17;-3;-2.0932503;0;0;-1
19;-2;2.9112663;0;0;-1
21;-3;1.4366264;1;0;-1
23;-4;4.6003036;1;0;-1
25;-3;4.1234894;1;-1;-1
27;-3;6.3921394;1;-1;-1
29;-4;5.6231146;1;-1;-1
31;-4;7.4199743;1;-1;-1
33;-4;5.0241613;1;0;-1
35;-4;4.425205;1;0;-1
37;-3;0.9536257;1;0;-1
39;-3;-0.24428368;0;0;-1
41;-5;3.105157;0;0;-1
43;-5;3.1051564;0;0;-1
45;-5;4.3030643;1;0;-1
47;-5;2.1515322;1;0;-1
49;-5;2.1515322;2;0;-1
5;-1;-8.3854065;-1;0;-1
7;-1;-6.588524;-1;1;-1
9;-1;-1.1979065;0;0;-1
11;0;-2.0592346;0;0;-1
13;0;0.33658218;0;0;-1
15;-2;0.91080475;0;0;-1
17;-1;-1.1979027;0;0;-1
19;0;-0.5742111;0;0;-1
21;0;-0.024742126;0;0;-1
23;0;-2.1087189;0;0;-1
25;0;-4.1642303;0;0;-1
27;-1;-1.3004189;0;0;-1
29;-1;-3.0885277;0;0;-1
31;-2;-1.8942661;0;0;-1
33;-3;0.37940788;1;0;-1
35;-3;-0.21954918;1;1;-1
37;-4;2.653082;1;1;-1
39;-6;-0.12214184;1;1;-1
41;-7;5.3788295;1;1;-1
43;-9;7.530362;2;1;-1
45;-9;7.5303626;2;0;-1
47;-8;6.4545965;3;0;-1
48;-6;4.3030643;3;0;-1
49;-5;2.1515322;2;0;-1
50;-4;1.0757661;1;0;-1
5;-1;-10.182251;-1;0;-1
7;-1;-7.786415;-1;0;-1
9;-2;-1.1979141;0;0;-1
11;-2;-4.2696;0;0;-1
13;-2;1.1979141;0;0;-1
15;-2;1.5613556;0;0;-1
17;-2;2.6074982;0;0;-1
19;-2;2.394596;0;0;-1
21;-2;4.399246;0;1;-1
23;-2;1.4409714;0;1;-1
25;0;1.4118462;0;1;-1
27;-1;3.2515182;0;0;-1
29;0;1.3572578;0;1;-1
31;0;1.9314766;-1;0;-1
33;1;-2.1741562;-1;-1;-1
35;1;-2.4526596;0;-1;-1
37;1;-4.029977;0;-1;-1
39;2;-5.731468;-1;-1;-1
41;2;-5.973402;-1;0;-1
43;2;-5.513955;-1;0;-1
45;1;-8.264441;-2;0;-1
5;-1;-7.1874313;-1;0;-1
7;-1;-5.9895477;-1;0;-1
9;-3;-0.024742126;0;0;-1
11;-2;-1.2473831;0;0;-1
13;-1;-9.746685;0;0;-1
15;-2;-7.7864075;0;0;-1
17;-2;-5.365837;0;0;-1
19;-2;-1.7447128;0;1;-1
21;-1;-4.323635;0;0;-1
23;-1;-5.301916;0;0;-1
25;-2;-2.2285862;0;0;-1
27;-2;-2.3331451;0;0;-1
29;-4;-2.6798859;0;0;-1
31;-3;-3.7170506;-1;0;-1
33;-3;-3.6574097;-1;0;-1
35;-2;-5.5269394;-1;0;-1
37;-3;-0.9288883;-1;0;-1
39;-3;-0.92888737;-1;0;-1
41;-4;1.0329409;0;0;-1
43;-4;1.9190035;0;0;-1
45;-4;1.3200502;1;0;-1
47;-4;0.122142315;1;0;-1
49;-5;-0.5989537;1;0;-1
51;-5;2.1515322;2;0;-1
53;-6;5.3788304;3;0;-1
54;-5;4.3030643;3;0;-1
55;-3;2.1515322;2;0;-1
5;-1;-6.588524;-1;0;-1
7;-1;-3.5937195;-1;0;-1
9;-2;-1.4355316;0;1;-1
11;-2;1.4334259;0;1;-1
13;-3;0.47314072;0;0;-1
15;-2;-2.4452934;0;0;-1
17;-2;0.57421875;0;1;-1
19;-2;-0.2988701;0;0;-1
21;-4;4.261471;0;0;-1
23;-4;-1.9329205;0;0;-1
25;-5;-1.4102936;0;0;-1
27;-4;-1.1660099;0;0;-1
29;-3;-4.620735;0;0;-1
31;-3;-1.3432369;0;0;-1
33;-4;-2.5062027;0;0;-1
35;-4;-5.0124044;1;0;-1
37;-4;-3.050578;1;0;-1
39;-5;0.653533;1;-1;-1
41;-4;-0.42223263;1;-1;-1
43;-4;-0.42223263;0;-1;-1
45;-5;-0.544374;0;0;-1
47;-5;-2.6283445;-1;0;-1
49;-4;-4.3030643;-1;0;-1
5;-1;-9.58329;-1;0;-1
7;-1;-14.251221;-1;0;-1
9;-2;-4.167946;0;0;-1
11;-2;-5.3658524;0;0;-1
13;-2;-1.7968674;0;-1;-1
15;-2;-4.093731;0;0;-1
17;-2;-3.6292267;0;0;-1
19;-2;-2.5062408;0;0;-1
21;-3;-3.611084;0;0;-1
23;-3;1.6617355;0;-1;-1
25;-3;-2.169609;0;0;-1
27;-4;-0.21412659;0;0;-1
29;-3;2.6293755;0;1;-1
31;-3;3.768093;0;1;-1
33;-3;3.2665443;0;1;-1
35;-2;3.293314;0;1;-1
37;-2;4.1067085;0;0;-1
39;-3;0.8476181;0;0;-1
41;-2;-3.6495314;0;0;-1
43;-3;-0.8990469;1;0;-1
45;-3;0.72109556;1;0;-1
47;-2;-1.4304361;0;0;-1
49;-3;-2.1515322;0;0;-1
51;-4;-1.0757661;0;0;-1
53;-5;-1.0757661;0;-1;-1
5;-1;-15.112545;-1;0;0
7;-1;-6.588516;-1;0;0
9;-2;-6.588516;0;-1;0
11;-3;-2.7622604;0;-1;0
13;-3;-2.138565;0;-1;0
15;-4;-0.09740448;0;-1;0
17;-4;-3.8741875;0;0;0
19;-5;-1.839695;0;0;0
21;-5;1.3707466;0;0;0
23;-5;4.468689;0;0;0
25;-5;7.09704;0;0;0
27;-6;7.2409363;0;0;0
29;-7;6.86895;0;-1;0
31;-7;6.86895;0;0;0
33;-7;6.172594;0;0;0
35;-8;8.728271;1;0;0
37;-8;9.327225;1;-1;0
39;-7;7.0535507;1;-1;0
41;-8;8.606129;2;0;0
43;-7;6.931409;2;0;0
45;-8;8.0071745;2;0;0
46;-7;6.3324547;2;0;0
47;-6;5.8556423;2;0;0
48;-5;4.7798767;1;0;0
49;-3;3.2272983;1;0;0
50;-2;2.1515322;1;0;0
5;-1;-7.474556;-1;0;-1
7;-1;-8.622993;-1;0;-1
9;-3;-1.7721176;0;0;-1
11;-2;-0.91080093;0;-1;-1
13;-1;-0.6236992;0;0;-1
15;1;0.6484375;0;-1;-1
17;2;-0.5081558;0;0;-1
19;1;-0.17589188;0;0;-1
21;0;1.5199127;0;0;-1
23;0;3.6555862;0;0;-1
25;2;4.8535004;0;0;-1
27;1;7.0006466;0;0;-1
29;3;1.1293106;0;0;-1
31;3;0.22420502;0;0;-1
33;4;-2.195671;-1;0;-1
35;5;-0.80733585;-1;0;-1
37;6;-2.9588685;-1;0;-1
39;6;-2.1434388;-1;0;-1
5;-1;-11.068298;-1;0;-1
7;-1;-6.8756485;-1;0;-1
9;-3;1.7968712;0;0;-1
11;-4;-1.435524;0;0;-1
13;-5;-2.0344963;0;0;-1
15;-4;-2.920559;0;0;-1
17;-4;2.4465065;0;0;-1
19;-5;6.3520927;0;0;-1
21;-6;5.7283936;0;0;-1
23;-6;11.643713;0;-1;-1
25;-6;8.668575;0;0;-1
27;-6;3.678646;0;0;-1
29;-6;4.585802;-1;0;-1
31;-5;3.258749;-1;0;-1
33;-4;1.9267311;-1;0;-1
35;-4;0.15460587;-1;0;-1
37;-5;2.4423008;-1;0;-1
39;-5;1.4551735;-1;0;-1
41;-6;3.105156;-1;0;-1
43;-5;3.2272978;-1;0;-1
45;-5;3.2272968;-1;0;-1
47;-3;-1.6747198;0;0;-1
49;-3;-1.0757661;0;0;-1
51;-3;-1.0757661;0;0;-1
5;-1;-8.385391;-1;0;-1
7;-1;-5.98954;-1;0;-1
9;-3;1.1979141;0;0;-1
11;-2;1.5525894;0;-1;-1
13;-3;-3.7885323;0;0;-1
15;-4;-2.6401024;0;0;-1
17;-4;-5.989544;0;0;-1
19;-5;-3.5937119;0;0;-1
21;-4;-0.6236839;0;0;-1
23;-4;1.4602776;0;0;-1
25;-4;2.3958168;0;-1;-1
27;-3;-1.4850197;0;-1;-1
29;-2;-0.8860626;0;-1;-1
31;-2;-4.223751;0;-1;-1
33;-1;-3.7469387;0;-1;-1
35;-2;-5.1389313;0;0;-1
37;-2;-3.9657574;0;1;-1
39;-4;-4.1853056;0;0;-1
41;-3;-4.087901;0;0;-1
43;-2;-4.5647135;-1;0;-1
45;-3;-2.8899937;0;0;-1
47;-3;-2.8899932;0;0;-1
49;-4;-1.8142271;1;0;-1
51;-4;-1.8142276;1;1;-1
53;-5;-1.7422822;0;0;-1
5;-1;-10.182228;-1;0;-1
7;-1;-5.98954;-1;0;-1
9;-3;2.3958054;0;-1;-1
11;-3;1.2474136;0;0;-1
13;-4;3.9550667;0;0;-1
15;-6;6.23312;0;0;-1
17;-7;1.4414749;0;0;-1
19;-9;5.1965027;0;0;-1
21;-10;5.1965027;0;0;-1
23;-10;4.5975533;0;0;-1
25;-10;3.4614983;0;0;-1
27;-11;7.287754;0;0;-1
29;-13;2.9846916;0;0;-1
31;-14;8.267868;0;0;-1
33;-13;4.88859;0;0;-1
35;-13;2.2499695;0;0;-1
37;-14;5.9540844;1;0;-1
39;-15;4.9695797;1;0;-1
41;-16;6.083066;2;-1;-1
43;-16;3.0077524;2;-1;-1
45;-16;4.0835185;2;0;-1
47;-16;5.256689;3;-1;-1
48;-15;5.3788304;3;-1;-1
49;-14;4.3030643;3;0;-1
50;-13;3.2272983;2;0;-1
51;-11;1.0757661;1;0;-1
5;-1;-9.583279;-1;1;1
7;-1;-7.786438;-1;1;1
9;-3;-0.59895325;0;1;1
11;-4;0.59895325;0;1;1
13;-4;-0.8860626;0;0;1
15;-4;0.88606644;0;0;1
17;-4;0.28710938;0;0;1
19;-5;2.6829338;0;0;1
21;-6;5.647854;0;0;1
23;-6;7.9446945;0;1;1
25;-5;7.492626;0;0;1
27;-7;12.79446;0;0;1
29;-7;11.743435;0;0;1
31;-7;7.74485;0;0;1
33;-6;7.762891;0;0;1
35;-6;7.505625;2;-1;1
37;-5;4.210764;3;-1;1
39;-5;8.483988;3;-1;1
41;-6;7.762892;3;-1;1
43;-7;6.687126;3;-1;1
44;-6;5.6113596;2;0;1
45;-5;5.7335014;2;0;1
46;-4;5.8556423;2;0;1
47;-3;3.7041104;2;0;1
48;-2;2.6283443;2;1;1
49;-1;1.5525782;1;1;1
50;0;1.0757661;1;1;1
5;-1;-8.385349;-1;1;-1
7;-1;-4.1926956;-1;1;-1
9;-2;0.0000076293945;0;1;-1
11;-2;-3.5937119;0;0;-1
13;-3;-0.59894943;0;0;-1
15;-4;0.5989609;0;0;-1
17;-5;-1.4602776;0;0;-1
19;-5;0.28710938;0;1;-1
21;-4;-0.88607407;0;0;-1
23;-5;-1.7721367;0;0;-1
25;-5;1.2486153;0;0;-1
27;-6;2.3243828;0;0;-1
29;-6;0.3435917;0;0;-1
31;-6;-0.27339935;0;0;-1
33;-6;-1.3491707;1;0;-1
35;-5;0.4232092;1;0;-1
37;-6;5.9787607;1;0;-1
39;-6;2.4694395;1;0;-1
41;-5;6.125387;1;0;-1
43;-6;5.40429;1;0;-1
45;-8;7.5558233;1;0;-1
47;-9;5.40429;1;0;-1
49;-10;4.590173;1;0;-1
51;-11;-0.47681212;1;0;-1
53;-11;-1.0757661;0;0;-1
5;-1;-9.583275;-1;-1;1
7;-1;-4.7668915;-1;-1;1
9;-2;-1.1979065;0;-1;1
11;-1;-0.5989609;0;1;1
13;-1;-1.1978989;0;-1;1
15;-2;2.99477;0;-1;1
17;0;0.935524;0;0;1
19;0;3.7964058;0;0;1
21;1;0.32847977;0;1;1
23;0;-0.730587;0;1;1
25;-1;0.8220024;0;0;1
27;0;-1.1206627;0;0;1
29;1;-6.449486;0;0;1
31;1;-3.4313774;0;0;1
33;0;-1.5241318;0;0;1
35;0;-1.9791965;0;0;1
37;0;-4.851822;0;0;1
39;1;-4.729681;0;0;1
41;2;-5.8054476;0;-1;1
43;2;-2.9700317;-1;0;1
45;1;-0.12214136;-1;0;1
47;1;-1.1979074;-1;0;1
49;2;-1.0757661;1;0;1
51;2;-1.0757661;1;0;1
53;0;1.0757661;0;0;1
